ruid,rid,start_date,end_date
277.0,191.0,1/23/2023,2/2/2023
278.0,436.0,9/30/2022,10/13/2022
279.0,147.0,10/18/2023,10/23/2023
280.0,197.0,12/14/2022,12/17/2022
281.0,396.0,9/24/2023,9/28/2023
282.0,423.0,9/9/2020,9/19/2020
283.0,130.0,10/31/2021,11/10/2021
284.0,2.0,3/17/2023,3/30/2023
285.0,450.0,10/25/2021,10/31/2021
286.0,213.0,8/20/2023,8/27/2023
287.0,390.0,6/12/2022,6/16/2022
289.0,211.0,10/26/2019,10/29/2019
290.0,315.0,11/9/2023,11/22/2023
291.0,417.0,12/15/2021,12/24/2021
292.0,318.0,7/1/2019,7/11/2019
293.0,415.0,3/12/2021,3/15/2021
294.0,22.0,7/3/2023,7/15/2023
295.0,385.0,2/1/2022,2/6/2022
297.0,107.0,5/24/2022,5/29/2022
298.0,128.0,4/28/2019,5/6/2019
299.0,225.0,10/28/2020,11/9/2020
300.0,396.0,2/7/2024,2/21/2024
301.0,113.0,12/26/2019,12/29/2019
302.0,41.0,9/5/2019,9/18/2019
303.0,184.0,10/18/2023,10/30/2023
304.0,418.0,10/19/2020,11/1/2020
305.0,137.0,12/21/2021,1/4/2022
306.0,96.0,12/14/2023,12/17/2023
307.0,96.0,1/17/2021,1/22/2021
309.0,267.0,8/18/2023,8/27/2023
310.0,410.0,3/17/2019,3/20/2019
312.0,218.0,11/17/2019,11/20/2019
313.0,45.0,3/14/2021,3/24/2021
314.0,10.0,5/20/2019,5/23/2019
315.0,64.0,7/31/2020,8/12/2020
316.0,317.0,10/13/2019,10/22/2019
317.0,331.0,8/4/2021,8/17/2021
318.0,107.0,5/4/2022,5/18/2022
320.0,334.0,1/2/2024,1/8/2024
321.0,444.0,1/29/2020,2/6/2020
322.0,440.0,10/11/2019,10/24/2019
323.0,287.0,1/25/2023,1/30/2023
324.0,187.0,11/9/2020,11/12/2020
326.0,340.0,8/30/2019,9/12/2019
327.0,334.0,11/1/2019,11/4/2019
328.0,94.0,12/10/2022,12/19/2022
329.0,133.0,5/10/2020,5/21/2020
330.0,405.0,5/24/2019,5/30/2019
331.0,368.0,3/7/2021,3/18/2021
332.0,222.0,3/29/2022,4/1/2022
333.0,360.0,9/5/2022,9/12/2022
335.0,26.0,7/10/2019,7/19/2019
336.0,412.0,1/27/2024,2/2/2024
338.0,226.0,2/23/2020,2/27/2020
339.0,271.0,7/31/2019,8/8/2019
340.0,449.0,6/4/2020,6/16/2020
341.0,69.0,5/20/2023,5/29/2023
342.0,207.0,12/3/2021,12/17/2021
343.0,309.0,5/18/2020,5/22/2020
344.0,40.0,8/29/2021,9/9/2021
345.0,11.0,9/7/2023,9/13/2023
347.0,384.0,7/15/2021,7/27/2021
348.0,313.0,4/17/2021,5/1/2021
349.0,98.0,3/24/2019,4/3/2019
351.0,388.0,6/30/2020,7/12/2020
352.0,133.0,4/7/2022,4/14/2022
353.0,360.0,3/30/2021,4/6/2021
354.0,223.0,4/2/2020,4/10/2020
356.0,386.0,9/14/2020,9/21/2020
357.0,1.0,2/27/2021,3/3/2021
359.0,384.0,12/22/2022,12/29/2022
360.0,191.0,5/25/2020,6/1/2020
361.0,169.0,2/3/2024,2/10/2024
363.0,393.0,2/14/2022,2/19/2022
364.0,151.0,3/14/2019,3/27/2019
365.0,422.0,7/8/2022,7/12/2022
366.0,99.0,12/3/2022,12/12/2022
367.0,140.0,11/23/2022,12/2/2022
371.0,330.0,3/13/2021,3/18/2021
372.0,379.0,11/29/2022,12/13/2022
373.0,86.0,9/30/2023,10/13/2023
374.0,39.0,2/18/2022,2/21/2022
375.0,276.0,6/11/2020,6/17/2020
376.0,177.0,11/19/2020,11/23/2020
377.0,380.0,12/22/2021,12/28/2021
378.0,360.0,6/27/2019,7/10/2019
379.0,433.0,2/9/2022,2/12/2022
380.0,219.0,1/27/2019,2/4/2019
381.0,47.0,9/21/2022,9/28/2022
382.0,341.0,9/3/2019,9/9/2019
383.0,65.0,11/29/2020,12/6/2020
384.0,427.0,1/8/2023,1/20/2023
385.0,366.0,10/19/2019,10/24/2019
386.0,241.0,8/24/2019,8/28/2019
387.0,161.0,4/24/2022,5/7/2022
389.0,13.0,5/22/2021,6/4/2021
390.0,412.0,7/22/2023,7/27/2023
391.0,1.0,9/10/2022,9/15/2022
392.0,354.0,2/15/2020,2/18/2020
394.0,253.0,8/24/2020,9/3/2020
395.0,309.0,3/22/2021,3/31/2021
396.0,270.0,1/15/2019,1/22/2019
397.0,6.0,2/7/2020,2/12/2020
398.0,91.0,6/14/2020,6/26/2020
401.0,126.0,4/13/2020,4/20/2020
402.0,19.0,2/9/2022,2/12/2022
404.0,356.0,1/6/2020,1/10/2020
405.0,13.0,10/19/2019,10/22/2019
406.0,116.0,9/1/2021,9/8/2021
407.0,55.0,2/9/2022,2/18/2022
409.0,381.0,1/15/2019,1/20/2019
410.0,245.0,9/3/2020,9/9/2020
411.0,384.0,7/11/2022,7/24/2022
412.0,118.0,7/14/2022,7/24/2022
413.0,415.0,5/4/2021,5/18/2021
414.0,399.0,12/9/2019,12/13/2019
415.0,163.0,5/16/2019,5/24/2019
417.0,177.0,12/17/2023,12/25/2023
419.0,145.0,2/13/2022,2/16/2022
420.0,383.0,5/12/2021,5/21/2021
421.0,324.0,8/20/2023,8/29/2023
422.0,50.0,5/2/2022,5/11/2022
423.0,190.0,2/10/2021,2/17/2021
424.0,393.0,5/12/2021,5/21/2021
426.0,65.0,4/19/2021,4/22/2021
427.0,275.0,2/2/2019,2/13/2019
428.0,397.0,9/29/2019,10/12/2019
430.0,143.0,11/5/2021,11/10/2021
432.0,59.0,6/30/2020,7/11/2020
433.0,432.0,6/21/2019,6/27/2019
434.0,285.0,11/12/2021,11/26/2021
435.0,280.0,1/11/2019,1/16/2019
436.0,226.0,2/15/2021,2/26/2021
438.0,368.0,9/16/2019,9/25/2019
440.0,422.0,2/5/2021,2/11/2021
441.0,43.0,10/1/2019,10/6/2019
442.0,297.0,9/17/2021,9/28/2021
445.0,359.0,1/26/2019,2/8/2019
446.0,80.0,9/30/2022,10/13/2022
447.0,119.0,9/3/2021,9/15/2021
448.0,149.0,5/2/2023,5/16/2023
450.0,246.0,2/21/2022,3/2/2022
451.0,154.0,9/2/2020,9/9/2020
452.0,283.0,2/15/2020,2/18/2020
453.0,203.0,6/1/2023,6/5/2023
454.0,386.0,8/18/2023,8/27/2023
457.0,316.0,4/4/2022,4/14/2022
459.0,31.0,6/18/2023,6/30/2023
460.0,296.0,3/25/2019,4/4/2019
461.0,388.0,3/26/2020,4/9/2020
463.0,93.0,10/5/2021,10/15/2021
464.0,61.0,4/24/2023,5/3/2023
467.0,69.0,12/19/2020,12/25/2020
468.0,425.0,3/14/2023,3/17/2023
469.0,253.0,4/1/2020,4/4/2020
470.0,134.0,6/19/2020,7/3/2020
471.0,401.0,11/27/2019,12/4/2019
472.0,243.0,3/18/2023,3/22/2023
473.0,378.0,6/23/2021,6/28/2021
474.0,251.0,4/18/2022,4/21/2022
475.0,193.0,11/2/2020,11/8/2020
476.0,397.0,12/28/2022,1/10/2023
477.0,376.0,2/27/2023,3/12/2023
479.0,425.0,2/3/2020,2/8/2020
480.0,372.0,9/30/2023,10/12/2023
481.0,301.0,7/25/2021,7/30/2021
482.0,146.0,9/3/2020,9/16/2020
484.0,225.0,2/26/2019,3/10/2019
485.0,155.0,11/28/2019,12/7/2019
486.0,149.0,3/19/2023,4/2/2023
487.0,375.0,1/27/2020,1/30/2020
488.0,230.0,2/22/2023,2/27/2023
489.0,243.0,6/19/2020,6/23/2020
490.0,371.0,7/8/2019,7/12/2019
491.0,144.0,3/7/2019,3/12/2019
492.0,20.0,8/17/2022,8/22/2022
494.0,400.0,6/23/2021,6/28/2021
495.0,294.0,6/27/2020,7/3/2020
496.0,94.0,11/10/2023,11/14/2023
497.0,256.0,5/16/2019,5/30/2019
498.0,123.0,10/1/2023,10/5/2023
499.0,443.0,4/18/2020,4/26/2020
500.0,143.0,3/2/2021,3/6/2021
501.0,338.0,5/4/2022,5/18/2022
502.0,338.0,2/3/2024,2/15/2024
504.0,378.0,1/23/2020,1/30/2020
505.0,354.0,3/12/2021,3/23/2021
506.0,302.0,4/28/2020,5/3/2020
507.0,396.0,2/11/2023,2/22/2023
508.0,216.0,9/8/2022,9/11/2022
510.0,298.0,8/30/2019,9/12/2019
511.0,1.0,3/12/2020,3/22/2020
512.0,192.0,9/6/2019,9/14/2019
513.0,132.0,6/17/2021,6/28/2021
515.0,56.0,9/10/2021,9/15/2021
516.0,227.0,9/2/2020,9/9/2020
517.0,145.0,3/7/2019,3/17/2019
519.0,419.0,1/4/2024,1/11/2024
520.0,369.0,8/17/2020,8/31/2020
521.0,139.0,4/10/2019,4/16/2019
523.0,281.0,6/8/2022,6/18/2022
524.0,415.0,11/30/2022,12/9/2022
525.0,240.0,9/14/2022,9/22/2022
527.0,414.0,2/15/2022,3/1/2022
528.0,188.0,12/21/2019,12/24/2019
529.0,360.0,6/26/2019,7/8/2019
530.0,51.0,8/16/2019,8/24/2019
531.0,73.0,1/2/2021,1/9/2021
532.0,344.0,9/10/2019,9/18/2019
533.0,112.0,1/25/2023,2/5/2023
535.0,218.0,12/14/2019,12/18/2019
536.0,58.0,1/20/2022,1/28/2022
537.0,341.0,3/7/2021,3/18/2021
538.0,219.0,12/19/2023,12/22/2023
539.0,369.0,2/2/2019,2/13/2019
541.0,279.0,1/29/2022,2/11/2022
542.0,337.0,3/29/2021,4/6/2021
543.0,181.0,8/12/2022,8/23/2022
544.0,270.0,11/27/2022,12/7/2022
545.0,397.0,4/17/2019,5/1/2019
547.0,343.0,11/12/2023,11/16/2023
548.0,352.0,10/16/2022,10/30/2022
549.0,285.0,2/26/2019,3/8/2019
551.0,389.0,11/1/2022,11/4/2022
553.0,201.0,10/16/2022,10/25/2022
554.0,368.0,1/23/2022,1/27/2022
555.0,376.0,3/29/2022,4/5/2022
556.0,233.0,6/9/2023,6/18/2023
557.0,384.0,8/7/2022,8/11/2022
558.0,8.0,7/29/2022,8/8/2022
560.0,70.0,1/27/2022,2/7/2022
561.0,135.0,2/18/2021,2/22/2021
562.0,25.0,9/17/2021,9/29/2021
564.0,59.0,6/4/2020,6/9/2020
565.0,101.0,7/31/2023,8/3/2023
567.0,270.0,1/6/2019,1/15/2019
568.0,89.0,8/4/2021,8/17/2021
569.0,5.0,12/9/2022,12/20/2022
571.0,244.0,10/29/2022,11/7/2022
572.0,190.0,7/22/2023,7/27/2023
573.0,278.0,3/3/2023,3/9/2023
575.0,94.0,10/13/2019,10/19/2019
576.0,48.0,5/21/2023,6/1/2023
577.0,175.0,7/4/2022,7/17/2022
578.0,272.0,7/1/2022,7/15/2022
579.0,268.0,2/28/2023,3/14/2023
581.0,31.0,6/10/2021,6/20/2021
582.0,38.0,7/18/2021,7/21/2021
585.0,183.0,10/25/2021,10/31/2021
586.0,389.0,5/13/2020,5/27/2020
587.0,346.0,11/17/2019,11/20/2019
588.0,103.0,4/9/2022,4/21/2022
589.0,444.0,4/9/2019,4/15/2019
590.0,356.0,2/15/2021,2/26/2021
592.0,88.0,7/18/2021,7/31/2021
593.0,223.0,4/10/2020,4/15/2020
594.0,173.0,2/4/2019,2/10/2019
596.0,379.0,4/10/2023,4/18/2023
600.0,176.0,5/4/2021,5/18/2021
601.0,245.0,6/4/2019,6/14/2019
603.0,97.0,12/24/2019,1/1/2020
604.0,128.0,11/1/2019,11/4/2019
605.0,386.0,2/3/2024,2/13/2024
606.0,93.0,6/9/2022,6/13/2022
607.0,64.0,9/2/2019,9/6/2019
608.0,289.0,12/13/2022,12/21/2022
610.0,391.0,7/16/2020,7/28/2020
611.0,73.0,6/20/2020,7/4/2020
612.0,97.0,11/21/2023,12/2/2023
613.0,47.0,2/9/2019,2/14/2019
614.0,216.0,3/19/2022,3/24/2022
617.0,105.0,4/29/2020,5/6/2020
618.0,341.0,2/25/2021,3/5/2021
619.0,236.0,1/25/2023,1/30/2023
621.0,381.0,11/9/2019,11/14/2019
622.0,238.0,4/29/2020,5/6/2020
623.0,256.0,9/2/2020,9/9/2020
624.0,70.0,1/17/2021,1/26/2021
625.0,377.0,1/3/2024,1/11/2024
626.0,173.0,10/18/2019,10/27/2019
627.0,92.0,5/25/2020,6/8/2020
628.0,374.0,1/29/2021,2/2/2021
630.0,204.0,7/22/2021,8/2/2021
631.0,229.0,3/29/2021,4/6/2021
632.0,40.0,3/15/2023,3/19/2023
633.0,289.0,5/6/2022,5/15/2022
634.0,235.0,10/22/2023,10/30/2023
635.0,229.0,10/5/2023,10/15/2023
636.0,305.0,9/11/2022,9/14/2022
638.0,277.0,9/14/2019,9/22/2019
639.0,406.0,6/14/2022,6/28/2022
640.0,120.0,10/9/2023,10/14/2023
641.0,216.0,3/14/2019,3/27/2019
642.0,145.0,10/20/2021,10/30/2021
643.0,419.0,8/19/2022,8/25/2022
645.0,290.0,8/31/2023,9/11/2023
646.0,383.0,6/4/2020,6/16/2020
648.0,95.0,4/18/2022,4/21/2022
649.0,34.0,11/13/2023,11/16/2023
650.0,216.0,3/29/2022,4/5/2022
651.0,413.0,4/5/2021,4/11/2021
652.0,272.0,6/4/2019,6/14/2019
653.0,55.0,1/21/2020,2/1/2020
654.0,206.0,11/6/2022,11/13/2022
655.0,412.0,9/29/2020,10/6/2020
658.0,408.0,5/20/2019,5/31/2019
659.0,149.0,1/2/2020,1/13/2020
660.0,33.0,8/4/2021,8/17/2021
661.0,444.0,8/27/2020,9/9/2020
663.0,443.0,7/23/2020,7/29/2020
664.0,357.0,10/5/2021,10/15/2021
665.0,112.0,10/16/2022,10/25/2022
666.0,285.0,3/3/2023,3/13/2023
667.0,125.0,8/9/2022,8/16/2022
668.0,9.0,6/27/2019,7/10/2019
669.0,1.0,1/21/2024,1/24/2024
670.0,37.0,5/29/2023,6/3/2023
671.0,17.0,7/10/2020,7/23/2020
672.0,440.0,5/5/2020,5/9/2020
674.0,27.0,12/12/2020,12/18/2020
675.0,418.0,8/5/2019,8/14/2019
676.0,127.0,12/18/2021,12/23/2021
677.0,40.0,10/8/2022,10/16/2022
678.0,301.0,12/9/2021,12/18/2021
679.0,345.0,5/13/2021,5/27/2021
680.0,119.0,2/25/2021,3/5/2021
681.0,330.0,9/3/2019,9/9/2019
682.0,204.0,4/5/2022,4/8/2022
683.0,236.0,5/25/2019,5/29/2019
684.0,251.0,3/31/2019,4/12/2019
685.0,366.0,1/4/2022,1/17/2022
686.0,57.0,5/29/2023,6/3/2023
687.0,371.0,2/14/2019,2/22/2019
688.0,72.0,3/19/2020,3/22/2020
689.0,61.0,1/10/2021,1/16/2021
690.0,72.0,2/3/2022,2/7/2022
691.0,154.0,3/26/2023,4/9/2023
692.0,87.0,1/13/2023,1/18/2023
693.0,108.0,6/14/2021,6/24/2021
694.0,48.0,2/1/2022,2/6/2022
695.0,140.0,6/15/2020,6/18/2020
696.0,145.0,6/25/2020,7/4/2020
697.0,203.0,8/18/2023,8/27/2023
699.0,170.0,5/18/2022,5/22/2022
700.0,17.0,2/5/2021,2/11/2021
702.0,12.0,12/21/2020,1/4/2021
703.0,431.0,10/17/2023,10/23/2023
704.0,402.0,12/14/2022,12/17/2022
705.0,244.0,9/4/2022,9/17/2022
706.0,90.0,7/3/2022,7/7/2022
707.0,214.0,6/20/2020,7/4/2020
708.0,206.0,1/22/2023,2/4/2023
709.0,393.0,11/6/2022,11/13/2022
710.0,259.0,10/27/2020,11/3/2020
713.0,203.0,10/27/2021,11/1/2021
714.0,256.0,7/11/2021,7/14/2021
716.0,235.0,8/7/2021,8/15/2021
717.0,17.0,11/9/2023,11/22/2023
718.0,59.0,2/26/2023,3/2/2023
720.0,403.0,8/22/2020,9/3/2020
722.0,47.0,6/5/2022,6/14/2022
723.0,310.0,6/12/2020,6/26/2020
727.0,305.0,5/3/2020,5/12/2020
728.0,356.0,11/4/2022,11/11/2022
729.0,99.0,2/18/2022,2/21/2022
730.0,137.0,3/29/2022,4/3/2022
732.0,419.0,8/24/2020,9/3/2020
734.0,201.0,6/4/2023,6/16/2023
735.0,119.0,12/15/2023,12/22/2023
736.0,125.0,12/29/2020,1/3/2021
737.0,409.0,11/12/2021,11/25/2021
738.0,429.0,9/1/2021,9/8/2021
739.0,90.0,8/31/2022,9/12/2022
740.0,179.0,6/8/2022,6/18/2022
741.0,450.0,9/29/2019,10/12/2019
742.0,35.0,5/12/2021,5/16/2021
744.0,286.0,11/5/2021,11/10/2021
745.0,357.0,2/5/2021,2/11/2021
747.0,139.0,6/1/2023,6/5/2023
748.0,179.0,1/4/2024,1/11/2024
749.0,313.0,7/4/2020,7/10/2020
750.0,174.0,5/21/2019,6/4/2019
751.0,1.0,8/16/2019,8/30/2019
752.0,239.0,1/29/2023,2/3/2023
753.0,139.0,11/6/2022,11/13/2022
754.0,316.0,4/29/2023,5/9/2023
755.0,140.0,5/15/2021,5/23/2021
756.0,46.0,3/11/2021,3/23/2021
757.0,81.0,1/2/2022,1/15/2022
759.0,76.0,3/12/2020,3/22/2020
761.0,128.0,11/5/2023,11/17/2023
762.0,61.0,9/16/2023,9/21/2023
764.0,7.0,7/23/2021,8/5/2021
765.0,419.0,4/29/2023,5/5/2023
766.0,226.0,8/15/2020,8/22/2020
767.0,403.0,8/17/2020,8/31/2020
768.0,437.0,5/30/2023,6/9/2023
769.0,161.0,7/8/2023,7/15/2023
770.0,401.0,5/26/2021,6/4/2021
771.0,28.0,5/30/2023,6/7/2023
772.0,320.0,5/21/2023,5/30/2023
773.0,177.0,12/6/2021,12/10/2021
774.0,408.0,1/15/2024,1/26/2024
775.0,121.0,7/15/2021,7/23/2021
776.0,291.0,3/12/2021,3/23/2021
779.0,135.0,2/10/2023,2/19/2023
780.0,24.0,6/26/2019,7/4/2019
781.0,76.0,3/18/2021,3/29/2021
782.0,195.0,3/10/2022,3/15/2022
